Name,Dirct1,Prodc1,Distributor,Cinematographer1,Actor1,Actor2,Actor3,Actor4,Actor5,Genre,us.year,us.quarter,domestic_bo,budget_nielsen,budget_numbers,director_imm,director_continent,director_country,director_gender,director_race,international_bo
Iron & Silk,Shirley Sun,Shirley Sun,Prestige Films,Jim Hayman,Mark Salzman,Pan Qingfu,Jeanette Lin Tsui,Vivian Wu,Sun Xudong,Comedy,1991,NA,15256,6.00E+06,NA,NA,NA,NA,NA,NA,NA
Iron Maze,Hiroaki Yoshida,Ilona Herzberg,Castle Hill Productions,Morio Saequsa,Jeff Fahey,Bridget Fonda,Hiroaki Murakami,J.T. Walsh,Gabriel Damon,Mystery,1991,NA,64218,8.00E+06,NA,NA,NA,NA,NA,NA,NA
It's Only a Movie!,Joseph Zaso,NA,NA,V C Siegfried,Brian Dixon,Adrienne Marie Corso,Patti Komornik,Louis N Barbera,Mara McKenna,Comedy,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J.F.K.,Oliver Stone,A. Kitman Ho,Warner Bros.,Robert Richardson,Kevin Costner,Sissy Spacek,Joe Pesci,Tommy Lee Jones,Gary Oldman,Drama,1991,NA,69741131,3.50E+07,NA,Native-born,North America (US),US,Male,Caucasian,NA
Joey Takes a Cab,Albert Band,Albert Band,NA,Jim Stewart,Lionel Stander,Eileen Brennan,Kaye Ballard,Royal Dano,Michael J Pollard,Adaptation,1991,NA,NA,NA,NA,Native-born,North America (US),US,NA,NA,NA
Julia Has Two Lovers,Bashar Shbib,Bashar Shbib,South Gate Entertainment,Stephen Reizes,Daphna Kastner,David Duchovny,David Charles,Tim Ray,Martin Donovan,Comedy,1991,NA,13698,6500000,NA,Foreign-born,Asia,Syria,Male,NA,NA
Jungle Fever,Spike Lee,Spike Lee,Universal,Ernest Dickerson,Wesley Snipes,Annabella Sciorra,Spike Lee,Ossie Davis,Ruby Dee,Drama,1991,NA,31724045,1.60E+07,NA,Native-born,North America (US),US,Male,Black or African American,NA
Kafka,Steven Soderbergh,Stuart Cornfeld,Miramax,Walt Lloyd,Jeremy Irons,Theresa Russell,Joel Grey,Ian Holm,Jeroen Krabbe,Biopic,1991,NA,57564,12500000,NA,Native-born,North America (US),US,Male,Caucasian,NA
Kamikaze Hearts,Juliet Bashore,Heinz Legler,Angelika Films,David John Golia,Sharon Mitchell,Tigr Mennett,Jon Martin,Sparky Vasque,Jerry Abrahms,Drama,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kick or Die,Henro Mohr,Lionel A. Ephraim,Triax Entertainment Group,NA,Kevin Bernhardt,Holaday Mason,Tim Wallace,Joe Stewardson,Antonio Caprari,Action,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kickboxer 2,Albert Pyun,Tom Karnowski,Trimark Pictures,George Mooradian,Sasha Mitchell,Peter Boyle,Cary-Hiroyuki Tagawa,Dennis Chan,Michel Qissi,Action,1991,NA,1223736,5200000,NA,NA,NA,NA,NA,NA,NA
Kill Line,Richard H Kim,Robert W Kim,American Pictures,Maximo Munzi,Bobby Kim,Michael J Parker,Marlene Zimmerman,Mark Williams,C R Valdez,Action,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Killer Tomatoes Strike Back,John DeBello,J. Stephen Peace,NA,Steve Andrich,John Astin,Rick Rockwell,Steve Lundquist,Crystal Carson,John Witherspoon,Comedy,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Killing Spree,Tim Ritter,Al Nicolosi,NA,Mark L Pederson,Asbestos Felt,Courtney Lercara,Raymond Carbone,Joel D Wynkoop,Rachel Rutz,Comedy,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kinetic Nightmare,Ted Williams,Ted Williams,NA,Ted Williams,Valerie Williams,Mark Dias,Jan Stearman,Pam Hong,John Tyler,Horror,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
King James Version,Robert Gardner,Joseph E Taylor,First Run Features,Judy Irola,Christina Braggs,Joan Pryor,Elwoodson Williams,Luise Mike,Lee Roy Giles,Drama,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
King Ralph,David S. Ward,Jack Brodsky,Universal,Kenneth MacMillan,John Goodman,Peter O'Toole,John Hurt,Camille Coduri,Richard Griffiths,Comedy,1991,NA,31280320,1.50E+07,NA,Native-born,North America (US),US,NA,NA,NA
Kingdom of the Vampire,J R Bookwalter,Scott P Plummer,NA,Lance Randas,Matthew Jason Walsh,Cherie Patry,Shannon Doyle,Tom Stephan,Jo Norcia,Horror,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kiss and Be Killed,NA,Craig Shapiro,NA,Alan McFarland,Caroline Ludvik,Crystal Carson,Thomas J Reilly,Chip Hall,Ken Norton,Action,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kiss Me a Killer,Marcus De Leon,Catherine Cyran,Califilms,Nancy Schreiber,Julie Carmen,Robert Beltran,Guy Boyd,Ramón Franco,Charles Boswell,Drama,1991,NA,NA,1800000,NA,NA,NA,NA,NA,NA,NA
Knowing Lisa,Robert Owens Scott,Bruce Campbell,NA,Lukasz Jogalla,Bruce Kuhn,Karin Levitas,Johnny Kline,Francis Henry,Navida Stein,Comedy,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L.A. Story,Mick Jackson,Daniel Melnick,TriStar Pictures,Andrew Dunn,Steve Martin,Victoria Tennant,Richard E. Grant,Marilu Henner,Sarah Jessica Parker,Comedy,1991,NA,25847202,2.50E+07,NA,Foreign-born,Europe,United Kingdom,Male,Caucasian,NA
La Ultima Siembra,Miguel Pereira,Julio Lencina,NA,Esteban Courtalon,Patricio Contreras,Leonor Manso,Mario Pasik,Gonzalo Morales,Antonio Paleari,Drama,1991,NA,NA,NA,NA,Foreign-born,NA,Argentine,NA,NA,NA
Lady Dragon,David Worth,Gope T Samtani,NA,David Worth,Cynthia Rothrock,Richard Norton,Robert Ginty,Bella Esperance,Hengky Tornando,Action,1992,NA,NA,NA,NA,Native-born,North America (US),US,NA,NA,NA
Last Flight to Hell,Paul D Robinson,NA,NA,NA,Reb Brown,Chuck Connors,NA,NA,NA,Action,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Late For Dinner,W.D. Richter,W.D. Richter,Sony Pictures,Peter Sova,Brian Wimmer),Peter Berg,Marcia Gay Harden,Colleen Flynn,Kyle Secor,Comedy,1991,NA,8221531,1.60E+07,NA,NA,NA,NA,NA,NA,NA
Legend of the White Horse,Jerzy Domaradzki,Alina Szpak,NA,NA,Christopher Lloyd,Dee Wallace Stone,Allison Balson,NA,NA,Fantasy,1991,NA,NA,NA,NA,Foreign-born,NA,Australian,NA,NA,NA
Lethal Games,John Bowen,Ron Lavery,Radiance Films International,Tom Ingalls,Frank Stallone,Brenda Vaccaro,Arthur Louis Fuller,NA,NA,Action,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Life Is Nice,Forest Wise,Forest Wise,NA,Eric J Swanson,Forest Wise,Mike Dytry,Kia Collins,NA,NA,Drama,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Life Stinks,Mel Brooks,Mel Brooks,MGM,Steven Poster,Mel Brooks,Lesley Ann Warren,Jeffrey Tambor,Stuart Pankin,Howard Morris,Comedy,1991,NA,3785481,1.40E+07,NA,NA,NA,NA,NA,NA,NA
Lionheart,Sheldon Lettich,Ash Shah,Universal,Robert New,Jean-Claude van Damme,Harrison Page,Deborah Rennard,Lisa Pelikan,Ashley Johnson,Action,1991,NA,22519735,3.00E+06,NA,Native-born,North America (US),US,NA,NA,NA
Little Man Tate,Jodie Foster,Scott Rudin,Orion Pictures,Mike Southon,Jodie Foster,Dianne Wiest,Adam Hann-Byrd,Harry Connick Jr.,Alex Lee,Comedy,1991,NA,25010896,9800000,NA,Native-born,North America (US),US,Female,Caucasian,NA
Livin' Large,Michael Schultz,David V. Picker,Samuel Goldwyn Company,Peter Collister),Lisa Arrindell Anderson,Blanche Baker,"Nathaniel ""Afrika"" Hall",Julia Campbell,Bernie McInerney,Comedy,1991,NA,5459902,5500000,NA,NA,NA,NA,NA,NA,NA
Lonely in America,Barry Alexander Brown,Tirlok Malik,Cineplex Odeon Films,Phil Katzman,Ranjit Chowdhry,Adelaide Miller,Tirlok Malik,Robert Kessler,Melissa Christopher,Comedy,1991,NA,NA,NA,NA,Native-born,North America (US),US,NA,NA,NA
Love Ya Tomorrow,Mel Weiser,Mel Weiser,NA,Bill Heideman,Halston Williams,Linda DeArmond,Robert Sorenson,Susan Sindelar,Ty Bass,Comedy,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lower Level,Joel Soisson,Mike Leahy,NA,Wally Pfister,Elizabeth Gracen,David Bradley,Jeff Yagher,Shari Shattuck,David Sterry,Action,1991,NA,NA,NA,NA,Native-born,North America (US),US,NA,NA,NA
Mad At the Moon,Martin Donovan,Cassian Elwes,Republic Pictures Productions,Rohn Schmidt),Mary Stuart Masterson,Hart Bochner,Fionnula Flanagan,Cec Verell,Stephen Blake,Romance,1992,NA,NA,NA,NA,Foreign-born,NA,Argentine,NA,NA,NA
Maddalena Z,Mark Schwartz,Mark Schwartz,NA,Gene Evans,Bill Ackridge,Dunja Djordevic,Geoffrey Francis Dunn,Liz Rolfe,Gene Mastisoff,Drama,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Magdalena Viraga,Nina Menkes,Nina Menkes,Strand Releasing,NA,Trinka Menkes,Claire Aguilar,Victor Flores,Paul Shuler,Nora Bendich,Drama,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mannequin Two: on the Move,Stuart Raffill,Edward Rugoff,20th Century Fox,Larry Pizer,Kristy Swanson,William Ragsdale,Meshach Taylor,Terry Kiser,Stuart Pankin,Comedy,1991,NA,3225056,1.20E+07,NA,Foreign-born,NA,NA,NA,NA,NA
Martial Law 2: Undercover,Kurt Anderson,Steven Cohen,NA,Peter Fernberger,Jeff Wincott,Cynthia Rothrock,Billy Drago,Paul Johansson,Evan Lurie,Action,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Massillon,William E Jones,William E Jones,NA,Steven Bachrach,NA,NA,NA,NA,NA,Documentary,1991,NA,NA,NA,NA,Native-born,North America (US),US,NA,NA,NA
Maxim Xul,Arthur Bjorn Egeli,John E Halvorsen,NA,Thomas F Lappin,Adam West,Jefferson Leinberger,Mary Shaeffer,Billie Shaeffer,Tony Vogelli,Horror,1991,NA,NA,1500000,NA,NA,NA,NA,NA,NA,NA
Maximum Force,Joseph Merhi,Richard Pepin,NA,Ken Blakey,Sam J. Jones,Sherrie Rose,Jason Lively,Jeff Langton,Victoria Hawley,Action,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
McBain,James Glickenhaus,J Boyce Harman Jr.,Shapiro/Glickenhaus Entertainment,Robert M Baldwin Jr.,Christopher Walken,Maria Conchita Alonso,Michael Ironside,Steve James,Jay Patterson,Action,1991,NA,294500,1.60E+07,NA,NA,NA,NA,NA,NA,NA
Meet the Applegates,Michael Lehmann,Denise Di Novi,Triton Pictures,Mitch Dubin,Ed Begley Jr.,Stockard Channing,Cami Cooper,Dabney Coleman,Glenn Shadix,Comedy,1991,NA,274815,5500000,NA,Native-born,North America (US),US,NA,NA,NA
Men of Respect,William Reilly,Efraim Horowitz,Sony Pictures,Bobby Bukowski,NA,NA,NA,NA,NA,Adaptation,1991,NA,119801,3.00E+06,NA,NA,NA,NA,NA,NA,NA
Metropol 1999,Junya Takkai,Gabriel E Gyorffy,NA,John Luno,J T Junya,Terry O'Brien,Susan Kanally,Wakayama Tomisaburo,NA,Action,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midnight Cabaret,Pece Dingo,Niki Marvin,NA,Bernd Heinl,Laura Herrington,Lisa Hart Carroll,Michael Des Barres,Thom Mathews,Paul Drake,Drama,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midnight Ride,Robert Bralver,Ovidio G Assonitis,Cannon Pictures,Roberto D'Ettorre Piazzoli,Michael Dudikoff,Mark Hamill,Savina Geršak,Robert Mitchum,Pamela Ludwig,Action,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mind, Body & Soul",Rick Sloane,Rick Sloane,NA,Bob Hayes,Wings Hauser,Ginger Lynn Allen,Jay Richardson,Tami Bakke,Michael McMillen,Thriller,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mindwalk,Bernt Capra,"Adrianna ""AJ"" Cohen",Cineplex Odeon Films,Karl Kases,Liv Ullmann,Sam Waterston,John Heard,Ione Skye,Emmanuel Montes,Comedy,1991,NA,7621,1.00E+06,NA,NA,NA,NA,NA,NA,NA
Miracle Beach,Skott Snider,Brad Krevoy,Motion Picture Corporation of America,Bernard Salzmann,Pat Morita,Martin Mull,Dean Cameron,Ami Dolenz,Alexis Arquette,Comedy,1992,NA,NA,3.00E+06,NA,NA,NA,NA,NA,NA,NA
Mister Johnson,Bruce Beresford,Michael Fitzgerald,Astral Films,Peter James,Maynard Eziashi,Pierce Brosnan,Edward Woodward,Beatie Edney,Denis Quilley,Drama,1991,NA,11051,8500000,NA,Foreign-born,Oceania,Australia,Male,Caucasian,NA
Mobsters,Michael Karbelnikoff,Steve Roth,Universal,Lajos Koltai,Christian Slater,Patrick Dempsey,Richard Grieco,Costas Mandylor,F. Murray Abraham,Crime,1991,NA,19734938,2.50E+07,NA,NA,NA,NA,NA,NA,NA
Moon Over Paradise,Dennis Christianson,Dennis Christianson,NA,Graham Driscoll,Joe Moore,Elissa Dulce,James Hong,Megan Ward,Richard Vales,Comedy,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mortal Thoughts,Alan Rudolph,John Fiedler,Sony Pictures,Elliot Davis,Demi Moore,Glenne Headly,Bruce Willis,John Pankow,Harvey Keitel,Mystery,1991,NA,17823327,7.00E+06,NA,Native-born,North America (US),US,Male,Caucasian,NA
Murder Wishes,John Mark Davis,John Mark Davis,NA,NA,NA,NA,NA,NA,NA,Drama,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
My Brother's Wedding,Charles Burnett,Charles Burnett,Milestone Film & Video,Charles Burnett,Everett Silas,Jessie Holmes,Gaye Shannon-Burnett,Ronald E Bell,Dennis Kemper,Drama,1991,NA,8217,1.00E+06,NA,Native-born,North America (US),US,NA,NA,NA
My Crasy Life,Jean-Pierre Gorin,Daniel Marks,NA,Babette Mangolte,NA,NA,NA,NA,NA,Documentary,1991,NA,NA,NA,NA,Foreign-born,NA,French ,NA,NA,NA
My Father Is Coming,Monika Treut,Monika Treut,Tara Releasing,Elfi Mikesch,Shelley Kastner,Alfred Edel,Mary-Lou Graulau,Dominique Gaspar,Flora Gaspar,Comedy,1991,NA,NA,4.00E+06,NA,Foreign-born,Europe,Germany,Female,NA,NA
My Girl,Howard Zieff,Brian Grazer,Sony Pictures,Paul Elliott,Dan Aykroyd,Jamie Lee Curtis,Macaulay Culkin,Anna Chlumsky,Richard Masur,Comedy,1991,NA,5012295,1.60E+07,16500000,NA,NA,NA,NA,NA,NA
My Heroes Have Always Been Cowboys,Stuart Rosenberg,Martin Poll,Samuel Goldwyn Company,Bernd Heinl,Scott Glenn,Kate Capshaw,Ben Johnson,Tess Harper,Balthazar Getty,Action,1991,NA,3596338,1.30E+07,NA,Native-born,North America (US),US,NA,NA,NA
My Own Private Idaho,Gus Van Sant,Laurie Parker,Fine Line Features,Eric Alan Edwards,River Phoenix,Keanu Reeves,James Russo,William Richert,Rodney Harvey,Adaptation,1991,NA,6382667,7966667,2500000,Native-born,North America (US),US,Male,Caucasian,NA
Mystery Date,Jonathan Wacks,Cathleen Summers,Orion Pictures,Oliver Wood,Ethan Hawke,Teri Polo,Brian McNamara,Fisher Stevens,B.D. Wong,Comedy,1991,NA,6019498,9800000,NA,NA,NA,NA,NA,NA,NA
National Film Board of Canada's Animation Festival,NA,Terry Thoren,Expanded Entertainment,NA,NA,NA,NA,NA,NA,Animated,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Near Misses,Baz Taylor,Monique Annaud,NA,Yves Dahan,Judge Reinhold,Casey Siemaszko,Rebecca Pauly,Cecile Paoli,Kasia Figura,Comedy,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Necessary Roughness,Stan Dragoti,Mace Neufeld,Paramount Pictures,Peter Stein,Scott Bakula,Robert Loggia,Hector Elizondo,Harley Jane Kozak,Sinbad,Comedy,1991,NA,23562653,17500000,NA,Native-born,North America (US),US,NA,NA,NA
Netherworld,David Schmoeller,Thomas Bradford,NA,Adolfo Bartoli,Michael Bendetti,Holly Floria,Denise Gentile,Anjanette Comer,Robert Burr,Fantasy,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Never Leave Nevada,Steve Swartz,Diane Campbell,Cabriolet Films,Lee Daniel,Rodney Rincon,Steve Swartz,Janelle Buchanan,Katherine Catmull,Loren Loganbill,Comedy,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Jack City,Mario Van Peebles,George Jackson,Warner Bros.,Francis Kenny,Wesley Snipes,Ice-T,Allen Payne,Chris Rock,Mario Van Peebles,Action,1991,NA,44072104,7500000,NA,Foreign-born,Latin America,Mexico,Male,Black or African American,NA
Night of the Day of the Dawn of the Son Part 2,James Riffel,Randy Falk,NA,Mark Miller,Eugene Sautner,Lisa Santoro,Wendi Mashi,Darren Young,James Riffel,Comedy,1992,NA,NA,NA,NA,Native-born,North America (US),US,NA,NA,NA
Night of the Warrior,Rafal Zielinski,Michael Erwin,Trimark Entertainment,Edward J Pei,Lorenzo Lamas,Anthony Geary,Kathleen Kinmont,Ken Foree,Felicity Waterman,Action,1991,NA,NA,3.00E+06,NA,Foreign-born,NA,NA,NA,NA,NA
Nightsongs,Marva Nabili,Thomas A Fucci,NA,Benjamin Davis,Mabel Kwong,David Lee,Victor Wong,Ida F O Chung,Rose Lee,Drama,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"No Retreat, No Surrender 3 - Blood Brothers",Lucas Lowe,NA,NA,NA,Keith Vitali,Loren Avedon,Joseph Campanella,NA,NA,Action,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
No Secrets,Dezso Magyar,Mike Curb,IRS Releasing,Sandi Sissel,Adam Coleman Howard,Amy Locane,Heather Fairfield,Traci Lind,Jeff Yagher,Drama,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"No Telling, or the Frankenstein Complex",Larry Fessenden,Rachael Horovitz,NA,David Shaw,Miriam Healy-Louie,Stephen Ramsey,David Van Teighem,Richard Topol,Ashley Arcement,Drama,1991,NA,NA,NA,NA,Native-born,North America (US),US,Male,Caucasian,NA
Not Without My Daughter,Brian Gilbert,Harry Ufland,MGM,Peter Hannan,Sally Field,Alfred Molina,Sheila Rosenthal,Roshan Seth Obe,Sarah Badel,Biopic,1991,NA,13993018,1.00E+07,NA,NA,NA,NA,NA,NA,NA
Nothing But Trouble,Dan Aykroyd,Bob Weiss,NA,Dean Cundey,Chevy Chase,Dan Aykroyd,John Candy,Demi Moore,Taylor Negron,Adventure,1991,NA,7494426,22600000,NA,NA,NA,NA,NA,NA,NA
Nudist Colony of the Dead,Mark Pirro,Mark Headley,Artistic License Films,Craig Bassuk,Forrest J Ackerman,Bea Grey,Rachel Latt,Brad Mendelson,Darwyn Carson,Comedy,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oddball Hall,Jackson Hunsicker,Alan Munro,NA,Avi Karpick,Don Ameche,Burgess Meredith,Bill Maynard,Tullio Moneta,Tiny Skefile,Action,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Off and Running,Edward Bianchi,Aaron Russo,Cineplex Odeon Films,Andrzej Bartkowiak,Cyndi Lauper,David Keith,Anita Morris,Jose Perez,David Thornton,Comedy,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Omega Assassins,Ted V. Mikels,Ted V. Mikels,NA,Pat Kirby,Tiger Yang,Sonny King,Ronald Gregg,Sharon Hughes,Myron Natwick,Action,1991,NA,NA,NA,NA,Native-born,North America (US),US,NA,NA,NA
Once Around,Lasse Hallström,Griffin Dunne,Universal,Theo van de Sande,Richard Dreyfuss,Holly Hunter,Danny Aiello,Laura San Giacomo,Gena Rowlands,Comedy,1991,NA,14291475,9.00E+06,NA,Foreign-born,Europe,Sweden,Male,Caucasian,NA
One Good Cop,Heywood Gould,Laurence Mark,Walt Disney,Ralf D Bode,Michael Keaton,Rene Russo,Anthony LaPaglia,Kevin Conway,Rachel Ticotin,Action,1991,NA,11265710,1.70E+07,NA,Native-born,North America (US),US,NA,NA,NA
One Hand Don't Clap,Kavery Dutta,Kavery Dutta,Rhapsody Films,Don Lenzer,NA,NA,NA,NA,NA,Documentary,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Only the Lonely,Chris Columbus,John Hughes,20th Century Fox,Julio Macat,John Candy,Maureen O'Hara,Ally Sheedy,Kevin Dunn,Milo O'Shea,Comedy,1991,NA,19931682,2.10E+07,NA,Native-born,North America (US),US,Male,Caucasian,NA
Only You,Betty Thomas,Morrie Eisenman,NA,Bryan England,Andrew McCarthy,Kelly Preston,Helen Hunt,NA,NA,Comedy,1992,NA,NA,3500000,NA,Native-born,North America (US),US,NA,NA,NA
Oral Hygiene,David Fain,NA,Expanded Entertainment,NA,NA,NA,NA,NA,NA,Animated,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oscar,John Landis,Leslie Belzberg,Walt Disney,Mac Ahlberg,Sylvester Stallone,Ornella Muti,Peter Riegert,Kirk Douglas,Art LaFleur,Adaptation,1991,NA,23548772,26500000,NA,Native-born,North America (US),US,NA,NA,NA
Other People's Money,Norman Jewison,Norman Jewison,Warner Bros.,Haskell Wexler,Danny DeVito,Gregory Peck,Penelope Ann Miller,Piper Laurie,Dean Jones,Adaptation,1991,NA,24204017,2.30E+07,NA,Native-born,North America (US),US,NA,NA,NA
Out for Justice,John Flynn,Arnold Kopelson,NA,Ric Waite,Steven Seagal,William Forsythe,Jerry Orbach,Jo Champa,Sal Richards,Action,1991,NA,36813619,14500000,NA,Native-born,North America (US),US,NA,NA,NA
Paradise,Mary Agnes Donoghue,Patrick Palmer,Walt Disney,Jerzy Zielinski,Melanie Griffith,Don Johnson,Elijah Wood,Thora Birch,Sheila McCarthy,Other,1991,NA,18595037,2.30E+07,NA,Native-born,North America (US),US,Female,Caucasian,NA
Paris Is Burning,Jennie Livingston,Jennie Livingston,Prestige Films,Paul Gibson,NA,NA,NA,NA,NA,Documentary,1991,NA,122828,380000,NA,Native-born,North America (US),US,NA,NA,NA
Party Plane,Ed Hansen,Robert T Gervasoni,NA,NA,Kent Stoddard,Karen Annarino,Jill Johnson,John F. Goff,NA,Comedy,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pastime,Robin B Armstrong,Eric Tynan Young,Miramax,Tom Richmond,William Russ,Scott Plank,Reed Rudy,Ricky Paull Goldin,Peter Murnik,Drama,1991,NA,54726,1400000,NA,NA,NA,NA,NA,NA,NA
Payback,Russell Solberg,Thomas B Sarmento,NA,Arthur R Botham,Michael Ironside,Corey Michael Eubanks,Don Swayze,Vince Van Patten,Teresa Blake,Action,1991,NA,NA,3.00E+06,NA,NA,NA,NA,NA,NA,NA
People of the Forest: The Chimps of Gombe,Hugo Van Lamick,Hugo Van Lawick,NA,NA,NA,NA,NA,NA,NA,Documentary,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pizza Man,J. F. Lawton,Gary W Goldstein,Megalomania Productions,Fred Samia,Bill Maher,Annabelle Gurwitch,David McKnight,Andy Roano,Bob Delegall,Comedy,1991,NA,NA,4.00E+05,NA,Native-born,North America (US),US,NA,NA,NA
Poezdka Tosarisha Stalina v Afriku,Irakli Quiricadze,NA,NA,Denis Evstigneev,Ramaz Tchkhikvadze,Janri Lolachvili,Zourab Kipchidze,Soso Laguidze,Lena Kostina,Drama,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Point Break,Kathryn Bigelow,Peter Abrams,NA,Don Peterman,Patrick Swayze,Keanu Reeves,Gary Busey,Lori Petty,John C. McGinley,Action,1991,NA,40516810,2.30E+07,2.40E+07,Native-born,North America (US),US,Female,Caucasian,40313571
Poison,Todd Haynes,Christine Vachon,COF,Maryse Alberti,Edith Meeks,Millie White,Buck Smith,Anne Giotta,Lydia Lafleur,Adaptation,1991,NA,NA,7.00E+05,NA,Native-born,North America (US),US,Male,Caucasian,NA
Popcorn,Mark Herrier,Torben Johnke,Cineplex Odeon Films,Ronnie Taylor,Jill Schoelen,Tom Villard,Dee Wallace Stone,Derek Rydall,Malcolm Danare,Comedy,1991,NA,3751629,8.00E+06,NA,NA,NA,NA,NA,NA,NA
Prayer of the Rollerboys,Rick King,Robert Mickelson,Castle Hill Productions,Phedon Papamichael,Corey Haim,Patricia Arquette,Christopher Collet,J C Quinn,Julius Harris,Action,1991,NA,NA,6.00E+06,NA,NA,NA,NA,NA,NA,NA
Present Memory,Richard Broadman,Richard Adelman,NA,John Bishop,NA,NA,NA,NA,NA,Documentary,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Primary Motive,Daniel Adams,Tom Gruenberg,Blossom Pictures,John Drake,Judd Nelson,John Savage,Sally Kirkland,Justine Bateman,Frank Converse,Thriller,1992,NA,NA,NA,NA,Native-born,North America (US),US,Male,NA,NA
Prime Target,David Heavener,David Heavener,Hero Films,Peter Wolf,David Heavener,Tony Curtis,Isaac Hayes,Andrew Robinson,Robert Reed,Action,1991,NA,52378,2750000,NA,NA,NA,NA,NA,NA,NA
Privilege,Yvonne Rainer,Yvonne Rainer,Zeitgeist Films,Mark Daniels,Alice Spivak,Novella Nelson,Blaire Baron,Rico Elias,Gabriella Farrar,Experimental,1991,NA,NA,6.00E+05,NA,Native-born,North America (US),US,NA,NA,NA
Problem Child 2,Brian Levant,Robert Simonds,Universal,Peter Smokler,John Ritter,Michael Oliver,Jack Warden,Laraine Newman,Amy Yasbeck,Comedy,1991,NA,24250387,1.00E+07,NA,Native-born,North America (US),US,Male,Caucasian,NA
Prom Night IV - Deliver Us From Evil,Clay Borris,Ray Sager,Norstar Entertainment,Richard Wincenty,Nikki DeBoer,Alden Kane,Joy Tanner,Alle Ghadban,James Carver,Horror,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Puppet Master II: Shadow Zone,David Allen,John Schouweiler,Castle Hill Productions,Tom DeNove,John Alan Nelson,Collin Bernsen,Nita Talbot,Gregory Webb,Charlie Spradling,Fantasy,1991,NA,NA,2500000,NA,NA,NA,NA,NA,NA,NA
Pure Luck,Nadia Tass,Sean Daniel,Universal,David Parker,Martin Short,Danny Glover,Sheila Kelley,Sam Wanamaker,Scott Wilson,Adventure,1991,NA,21254985,1.80E+07,NA,Foreign-born,Europe,Greece,Female,Caucasian,NA
Pursuit,John H Parr,Ronnie Isaacs,NA,NA,James Ryan,Andre Jacobs,Kate Normington,NA,NA,Action,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pushed To the Limit,Michael Mileham,Mimi Lesseos,NA,Bodo Holst,Mimi Lesseos,Verrel Lester Reed Jr.,Henry Hayshi,Greg Ostrin,Michael Foley,Action,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Queens Logic,Steve Rash,Stuart Oken,Seven Arts Pictures,Amir Mokri,Kevin Bacon,Linda Fiorentino,John Malkovich,Joe Mantegna,Ken Olin,Comedy,1991,NA,301633,8666667,NA,Native-born,North America (US),US,NA,NA,NA
